date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:04:05	95392/95392	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:02%20GMT	https://www.definitions-marketing.com/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/index.html	(from )
08:04:05	122/122	---M--	200	added ('OK')	text/plain	date:Tue,%2017%20Dec%202024%2016:27:14%20GMT	https://www.definitions-marketing.com/robots.txt		(from )
08:04:05	291/291	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jul%202026%2012:04:04%20GMT	https://www.definitions-marketing.com/POST	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/POST	(from https://www.definitions-marketing.com/)
08:04:06	99523/99523	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:05%20GMT	https://www.definitions-marketing.com/lettre-b/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-b/index.html	(from https://www.definitions-marketing.com/)
08:04:06	99697/99697	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:05%20GMT	https://www.definitions-marketing.com/lettre-a/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-a/index.html	(from https://www.definitions-marketing.com/)
08:04:07	0/0	---M--	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:06%20GMT	https://www.definitions-marketing.com/pages/template/search-js.php	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/pages/template/search-js.php	(from https://www.definitions-marketing.com/)
08:04:09	98682/98682	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:07%20GMT	https://www.definitions-marketing.com/lettre-d/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-d/index.html	(from https://www.definitions-marketing.com/)
08:04:09	99501/99501	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:07%20GMT	https://www.definitions-marketing.com/lettre-c/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-c/index.html	(from https://www.definitions-marketing.com/)
08:04:11	99749/99749	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:09%20GMT	https://www.definitions-marketing.com/lettre-e/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-e/index.html	(from https://www.definitions-marketing.com/)
08:04:11	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jul%202026%2012:04:10%20GMT	https://www.definitions-marketing.com/lettre-a/POST	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-a/POST	(from https://www.definitions-marketing.com/lettre-a/)
08:04:13	98976/98976	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:11%20GMT	https://www.definitions-marketing.com/lettre-f/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-f/index.html	(from https://www.definitions-marketing.com/)
08:04:14	99922/99922	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:11%20GMT	https://www.definitions-marketing.com/lettre-g/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-g/index.html	(from https://www.definitions-marketing.com/)
08:04:15	93742/93742	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:13%20GMT	https://www.definitions-marketing.com/lettre-h/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-h/index.html	(from https://www.definitions-marketing.com/)
08:04:15	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jul%202026%2012:04:14%20GMT	https://www.definitions-marketing.com/lettre-b/POST	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-b/POST	(from https://www.definitions-marketing.com/lettre-b/)
08:04:17	84541/84541	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:15%20GMT	https://www.definitions-marketing.com/lettre-j/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-j/index.html	(from https://www.definitions-marketing.com/)
08:04:17	99081/99081	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:15%20GMT	https://www.definitions-marketing.com/lettre-i/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-i/index.html	(from https://www.definitions-marketing.com/)
08:04:19	87140/87140	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:17%20GMT	https://www.definitions-marketing.com/lettre-k/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-k/index.html	(from https://www.definitions-marketing.com/)
08:04:19	99108/99108	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:17%20GMT	https://www.definitions-marketing.com/lettre-l/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-l/index.html	(from https://www.definitions-marketing.com/)
08:04:20	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jul%202026%2012:04:19%20GMT	https://www.definitions-marketing.com/lettre-c/POST	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-c/POST	(from https://www.definitions-marketing.com/lettre-c/)
08:04:22	99065/99065	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:20%20GMT	https://www.definitions-marketing.com/lettre-n/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-n/index.html	(from https://www.definitions-marketing.com/)
08:04:22	99558/99558	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:20%20GMT	https://www.definitions-marketing.com/lettre-m/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-m/index.html	(from https://www.definitions-marketing.com/)
08:04:24	98820/98820	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:22%20GMT	https://www.definitions-marketing.com/lettre-o/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-o/index.html	(from https://www.definitions-marketing.com/)
08:04:25	99339/99339	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:22%20GMT	https://www.definitions-marketing.com/lettre-p/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-p/index.html	(from https://www.definitions-marketing.com/)
08:04:25	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jul%202026%2012:04:24%20GMT	https://www.definitions-marketing.com/lettre-d/POST	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-d/POST	(from https://www.definitions-marketing.com/lettre-d/)
08:04:27	99907/99907	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:25%20GMT	https://www.definitions-marketing.com/lettre-r/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-r/index.html	(from https://www.definitions-marketing.com/)
08:04:27	91808/91808	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:25%20GMT	https://www.definitions-marketing.com/lettre-q/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-q/index.html	(from https://www.definitions-marketing.com/)
08:04:29	99428/99428	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:27%20GMT	https://www.definitions-marketing.com/lettre-s/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-s/index.html	(from https://www.definitions-marketing.com/)
08:04:30	100376/100376	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:27%20GMT	https://www.definitions-marketing.com/lettre-t/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-t/index.html	(from https://www.definitions-marketing.com/)
08:04:30	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jul%202026%2012:04:29%20GMT	https://www.definitions-marketing.com/lettre-e/POST	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-e/POST	(from https://www.definitions-marketing.com/lettre-e/)
08:04:33	99431/99431	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:30%20GMT	https://www.definitions-marketing.com/lettre-v/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-v/index.html	(from https://www.definitions-marketing.com/)
08:04:33	91045/91045	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:30%20GMT	https://www.definitions-marketing.com/lettre-u/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-u/index.html	(from https://www.definitions-marketing.com/)
08:04:35	96431/96431	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:32%20GMT	https://www.definitions-marketing.com/lettre-w/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-w/index.html	(from https://www.definitions-marketing.com/)
08:04:35	80477/80477	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:32%20GMT	https://www.definitions-marketing.com/lettre-x/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-x/index.html	(from https://www.definitions-marketing.com/)
08:04:35	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jul%202026%2012:04:34%20GMT	https://www.definitions-marketing.com/lettre-f/POST	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-f/POST	(from https://www.definitions-marketing.com/lettre-f/)
08:04:37	83389/83389	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:35%20GMT	https://www.definitions-marketing.com/lettre-z/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-z/index.html	(from https://www.definitions-marketing.com/)
08:04:37	81706/81706	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:35%20GMT	https://www.definitions-marketing.com/lettre-y/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-y/index.html	(from https://www.definitions-marketing.com/)
08:04:39	96814/96814	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:37%20GMT	https://www.definitions-marketing.com/category/blog/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/category/blog/index.html	(from https://www.definitions-marketing.com/)
08:04:39	96383/96383	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:37%20GMT	https://www.definitions-marketing.com/video/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/video/index.html	(from https://www.definitions-marketing.com/)
08:04:40	97715/97715	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:39%20GMT	https://www.definitions-marketing.com/quiz/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/quiz/index.html	(from https://www.definitions-marketing.com/)
08:04:40	96610/96610	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:39%20GMT	https://www.definitions-marketing.com/presentation/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/presentation/index.html	(from https://www.definitions-marketing.com/)
08:04:41	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jul%202026%2012:04:40%20GMT	https://www.definitions-marketing.com/lettre-g/POST	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-g/POST	(from https://www.definitions-marketing.com/lettre-g/)
08:04:43	92234/92234	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:41%20GMT	https://www.definitions-marketing.com/tests-astuces/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/tests-astuces/index.html	(from https://www.definitions-marketing.com/)
08:04:43	82818/82818	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:41%20GMT	https://www.definitions-marketing.com/formations-en-ligne/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/formations-en-ligne/index.html	(from https://www.definitions-marketing.com/)
08:04:45	99320/99320	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:43%20GMT	https://www.definitions-marketing.com/glossaire/1001-marketing/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/glossaire/1001-marketing/index.html	(from https://www.definitions-marketing.com/)
08:04:45	86024/86024	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:43%20GMT	https://www.definitions-marketing.com/glossaire/guerilla-marketing/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/glossaire/guerilla-marketing/index.html	(from https://www.definitions-marketing.com/)
08:04:46	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jul%202026%2012:04:45%20GMT	https://www.definitions-marketing.com/lettre-h/POST	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-h/POST	(from https://www.definitions-marketing.com/lettre-h/)
08:04:48	99900/99900	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:46%20GMT	https://www.definitions-marketing.com/glossaire/distribution-marche/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/glossaire/distribution-marche/index.html	(from https://www.definitions-marketing.com/)
08:04:49	99495/99495	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:46%20GMT	https://www.definitions-marketing.com/glossaire/formes-de-commerces-et-de-distributions/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/glossaire/formes-de-commerces-et-de-distributions/index.html	(from https://www.definitions-marketing.com/)
08:04:50	90510/90510	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:48%20GMT	https://www.definitions-marketing.com/glossaire/franchise/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/glossaire/franchise/index.html	(from https://www.definitions-marketing.com/)
08:04:50	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jul%202026%2012:04:49%20GMT	https://www.definitions-marketing.com/lettre-i/POST	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-i/POST	(from https://www.definitions-marketing.com/lettre-i/)
08:04:52	80650/80650	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:50%20GMT	https://www.definitions-marketing.com/glossaire/grande-distribution/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/glossaire/grande-distribution/index.html	(from https://www.definitions-marketing.com/)
08:04:52	99682/99682	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:50%20GMT	https://www.definitions-marketing.com/glossaire/droit-et-deontologie/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/glossaire/droit-et-deontologie/index.html	(from https://www.definitions-marketing.com/)
08:04:53	100945/100945	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:51%20GMT	https://www.definitions-marketing.com/glossaire/e-commerce-conversion/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/glossaire/e-commerce-conversion/index.html	(from https://www.definitions-marketing.com/)
08:04:53	300/300	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2017%20Jul%202026%2012:04:52%20GMT	https://www.definitions-marketing.com/lettre-j/POST	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/lettre-j/POST	(from https://www.definitions-marketing.com/lettre-j/)
08:04:55	98722/98722	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:53%20GMT	https://www.definitions-marketing.com/glossaire/ergonomie-et-web-design/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/glossaire/ergonomie-et-web-design/index.html	(from https://www.definitions-marketing.com/)
08:04:55	99418/99418	---MCZ	200	added ('OK')	text/html	date:Fri,%2017%20Jul%202026%2012:04:53%20GMT	https://www.definitions-marketing.com/glossaire/affiliation-comparateurs/	/home/uzer/definitions-marketing-mirror/www.definitions-marketing.com/glossaire/affiliation-comparateurs/index.html	(from https://www.definitions-marketing.com/)
